,tweet,language,likes,retweets,datetime,Subjectivity,Polarity,Analysis
43,RT @LenkaBula: GREAT NEWS🥂💻🥰😜 College of Accounting Sciences @Unisa has registered 13% improvements in ITC Exams (CAs) results🙏From 39% to…,en,0,0,2021-11-16 20:04:22+00:00,0.75,0.8,Positive
44,"RT @_TheCMC: CMC co-founder, @CWilkensPhD, and @TheDormConnects are hosting a roundtable discussion about the Invitation to Change (ITC) me…",en,0,0,2021-11-16 20:04:21+00:00,0.0,0.0,Neutral
46,"RT @insightfactor: 🔴Unisa Students Cruise Through CAs🔴

UNISA has scored a major 13% improvement in ITC Exam (CAs) results. The South Afric…",en,0,0,2021-11-16 20:03:37+00:00,0.5,0.0625,Positive
48,"RT @insightfactor: 🔴Unisa Students Cruise Through CAs🔴

UNISA has scored a major 13% improvement in ITC Exam (CAs) results. The South Afric…",en,0,0,2021-11-16 20:01:52+00:00,0.5,0.0625,Positive
49,"RT @insightfactor: 🔴Unisa Students Cruise Through CAs🔴

UNISA has scored a major 13% improvement in ITC Exam (CAs) results. The South Afric…",en,0,0,2021-11-16 20:00:54+00:00,0.5,0.0625,Positive
50,RT @LenkaBula: GREAT NEWS🥂💻🥰😜 College of Accounting Sciences @Unisa has registered 13% improvements in ITC Exams (CAs) results🙏From 39% to…,en,0,0,2021-11-16 20:00:35+00:00,0.75,0.8,Positive
51,"RT @insightfactor: 🔴Unisa Students Cruise Through CAs🔴

UNISA has scored a major 13% improvement in ITC Exam (CAs) results. The South Afric…",en,0,0,2021-11-16 19:59:23+00:00,0.5,0.0625,Positive
52,"RT @insightfactor: 🔴Unisa Students Cruise Through CAs🔴

UNISA has scored a major 13% improvement in ITC Exam (CAs) results. The South Afric…",en,0,0,2021-11-16 19:58:53+00:00,0.5,0.0625,Positive
53,RT @LenkaBula: GREAT NEWS🥂💻🥰😜 College of Accounting Sciences @Unisa has registered 13% improvements in ITC Exams (CAs) results🙏From 39% to…,en,0,0,2021-11-16 19:57:06+00:00,0.75,0.8,Positive
54,"RT @insightfactor: 🔴Unisa Students Cruise Through CAs🔴

UNISA has scored a major 13% improvement in ITC Exam (CAs) results. The South Afric…",en,0,0,2021-11-16 19:56:59+00:00,0.5,0.0625,Positive
